Metric,Value
Total Trades,3
Total PnL,-283041
Win Rate,0.0%
Win Count,0
Loss Count,3
Avg Win,0
Avg Loss,-94347
Profit Factor,0.00
Max Single Win,0
Max Single Loss,-142349
Max Consecutive Wins,0
Max Consecutive Losses,3
Max Drawdown,283041
Avg Holding Duration,0h55m18s
Avg Return%,-0.94%
