Metric,Value
Total Trades,7
Total PnL,94345
Win Rate,42.9%
Win Count,3
Loss Count,4
Avg Win,143786
Avg Loss,-84253
Profit Factor,1.28
Max Single Win,228137
Max Single Loss,-162602
Max Consecutive Wins,3
Max Consecutive Losses,2
Max Drawdown,294833
Avg Holding Duration,0h42m49s
Avg Return%,0.13%
