Symbol,SignalType,EnterCause,EntryTime,ExitTime,LeaveCause,PnL,Return%,HoldingDuration,GroupName,GroupRank,MemberRank,RawMemberRank,M1Symbol,EntryPrice,EntryVWAP,DayHigh,PrevClose,0050OpenChg%,VolRatio,MonthTradingVal,IsPrevDayLU,IsDisposition,HadCircuitBreaker,GroupLimitUpCount,0050EntryChg%
6443,SignalA,StrongGroup,09:06:16,09:10:02,stopLoss,-265380,-2.65%,0h03m46s,太陽能,2,1,1,,41.45,41.11,41.60,39.00,-1.446,1.51,4209558545,0,0,0,0,-1.722
2353,SignalA,StrongGroup,09:06:10,13:20:00,timeExit,244528,2.45%,4h13m50s,筆記型電腦,1,1,1,,26.50,26.33,26.60,25.10,-1.446,7.37,881474860,0,0,0,0,-1.722
