Metric,Value
Total Trades,4
Total PnL,-426310
Win Rate,25.0%
Win Count,1
Loss Count,3
Avg Win,51746
Avg Loss,-159352
Profit Factor,0.11
Max Single Win,51746
Max Single Loss,-163934
Max Consecutive Wins,1
Max Consecutive Losses,3
Max Drawdown,478057
Avg Holding Duration,0h44m33s
Avg Return%,-1.07%
