Action    ,Symbol    ,Time                ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   
enter     ,3450      ,93435988746         ,-5.41626e+07   ,-1e+07         ,SignalB        ,StrongSingle   ,-              ,38240.9        
leave     ,3450      ,93436037018         ,-5.01664e+07   ,-6.00382e+06   ,-              ,-              ,takeProfit     ,22944.6        
leave     ,3450      ,93436293253         ,-4.81626e+07   ,-4e+06         ,-              ,-              ,takeProfit     ,15296.4        
leave     ,3450      ,93458022779         ,-4.61549e+07   ,-1.99235e+06   ,-              ,-              ,takeProfit     ,7648.18        
leave     ,3450      ,93506281870         ,-4.21121e+07   ,19120.5        ,-              ,-              ,takeProfit     ,0              
enter     ,3450      ,93506281870         ,-5.21121e+07   ,-9.98088e+06   ,SignalB        ,StrongSingle   ,-              ,38022.8        
leave     ,3450      ,93506301933         ,-5.01159e+07   ,-7.98468e+06   ,-              ,-              ,takeProfit     ,30418.3        
leave     ,3450      ,93642226963         ,-3.80422e+07   ,-5.98468e+06   ,-              ,-              ,takeProfit     ,22813.7        
leave     ,3450      ,93820681484         ,-2.80776e+07   ,-41716         ,-              ,-              ,bailout        ,0              
enter     ,3450      ,93820681484         ,-3.80776e+07   ,-1.00417e+07   ,SignalB        ,StrongSingle   ,-              ,38240.9        
leave     ,3450      ,94410952159         ,-8.20557e+07   ,-8.03407e+06   ,-              ,-              ,takeProfit     ,30592.7        
leave     ,3450      ,94411326108         ,-8.00442e+07   ,-6.0226e+06    ,-              ,-              ,takeProfit     ,22944.6        
leave     ,3450      ,94621514215         ,-8.39923e+07   ,-4.0073e+06    ,-              ,-              ,takeProfit     ,15296.4        
leave     ,3450      ,94621555120         ,-8.19732e+07   ,-1.98818e+06   ,-              ,-              ,takeProfit     ,7648.18        
leave     ,3450      ,95001666873         ,-9.9879e+07    ,34765.8        ,-              ,-              ,takeProfit     ,0              
enter     ,3450      ,100545984562        ,-1.13762e+08   ,-9.96523e+06   ,SignalB        ,StrongSingle   ,-              ,37735.8        
leave     ,3450      ,100614195589        ,-1.11758e+08   ,-7.96146e+06   ,-              ,-              ,takeProfit     ,30188.7        
leave     ,3450      ,101309425296        ,-1.03841e+08   ,-6743.64       ,-              ,-              ,bailout        ,0              
enter     ,3450      ,102235371359        ,-1.35756e+08   ,-1.00067e+07   ,SignalB        ,StrongSingle   ,-              ,38022.8        
leave     ,3450      ,103627254101        ,-1.45702e+08   ,-7.98773e+06   ,-              ,-              ,takeProfit     ,30418.3        
leave     ,3450      ,103642198189        ,-1.43679e+08   ,-5.96492e+06   ,-              ,-              ,takeProfit     ,22813.7        
leave     ,3450      ,112233813005        ,-7.93116e+07   ,46488.3        ,-              ,-              ,bailout        ,0              
