Action    ,Symbol    ,Time                ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   
enter     ,3481      ,94459957850         ,-8.80702e+07   ,-1e+07         ,SignalB        ,Both           ,-              ,422833         
leave     ,3481      ,94459958007         ,-8.60702e+07   ,-8e+06         ,-              ,-              ,takeProfit     ,338266         
leave     ,3481      ,94500776434         ,-8.4066e+07    ,-5.99577e+06   ,-              ,-              ,takeProfit     ,253700         
leave     ,3481      ,94502147532         ,-8.20576e+07   ,-3.98732e+06   ,-              ,-              ,takeProfit     ,169133         
leave     ,3481      ,94502260197         ,-8.00449e+07   ,-1.97463e+06   ,-              ,-              ,takeProfit     ,84566.6        
leave     ,3481      ,94957025402         ,-9.58978e+07   ,42283.3        ,-              ,-              ,takeProfit     ,0              
enter     ,3481      ,94957025402         ,-1.05898e+08   ,-9.95772e+06   ,SignalB        ,Both           ,-              ,419287         
leave     ,3481      ,94957026187         ,-1.01902e+08   ,-5.96191e+06   ,-              ,-              ,takeProfit     ,251572         
leave     ,3481      ,95207286111         ,-1.01909e+08   ,-12224         ,-              ,-              ,bailout        ,0              
enter     ,3481      ,103243854793        ,-1.56002e+08   ,-1.00122e+07   ,SignalB        ,Both           ,-              ,421941         
leave     ,3481      ,104601501980        ,-1.29489e+08   ,-8.00379e+06   ,-              ,-              ,takeProfit     ,337553         
leave     ,3481      ,104657952900        ,-1.25461e+08   ,-5.99113e+06   ,-              ,-              ,takeProfit     ,253165         
leave     ,3481      ,104941455885        ,-1.23444e+08   ,-3.97425e+06   ,-              ,-              ,takeProfit     ,168776         
leave     ,3481      ,105014485755        ,-1.21423e+08   ,-1.95315e+06   ,-              ,-              ,takeProfit     ,84388.2        
leave     ,3481      ,105038781487        ,-1.15341e+08   ,72164.1        ,-              ,-              ,takeProfit     ,0              
enter     ,3481      ,111251160629        ,-1.0137e+08    ,-9.92784e+06   ,SignalB        ,Both           ,-              ,417537         
leave     ,3481      ,111251215275        ,-9.93702e+07   ,-7.92784e+06   ,-              ,-              ,takeProfit     ,334029         
leave     ,3481      ,111311475583        ,-9.73661e+07   ,-5.92366e+06   ,-              ,-              ,takeProfit     ,250522         
leave     ,3481      ,112036181243        ,-8.5323e+07    ,38761.2        ,-              ,-              ,bailout        ,0              
