Metric,Value
Total Trades,4
Total PnL,-635366
Win Rate,0.0%
Win Count,0
Loss Count,4
Avg Win,0
Avg Loss,-158841
Profit Factor,0.00
Max Single Win,-140704
Max Single Loss,-192308
Max Consecutive Wins,0
Max Consecutive Losses,4
Max Drawdown,635366
Avg Holding Duration,0h38m50s
Avg Return%,-1.59%
