Metric,Value
Total Trades,1
Total PnL,224575
Win Rate,100.0%
Win Count,1
Loss Count,0
Avg Win,224575
Avg Loss,0
Profit Factor,0.00
Max Single Win,224575
Max Single Loss,224575
Max Consecutive Wins,1
Max Consecutive Losses,0
Max Drawdown,0
Avg Holding Duration,4h14m06s
Avg Return%,2.25%
