Metric,Value
Total Trades,1
Total PnL,251291
Win Rate,100.0%
Win Count,1
Loss Count,0
Avg Win,251291
Avg Loss,0
Profit Factor,0.00
Max Single Win,251291
Max Single Loss,251291
Max Consecutive Wins,1
Max Consecutive Losses,0
Max Drawdown,0
Avg Holding Duration,4h14m47s
Avg Return%,2.51%
