Metric,Value
Total Trades,2
Total PnL,184448
Win Rate,50.0%
Win Count,1
Loss Count,1
Avg Win,373776
Avg Loss,-189329
Profit Factor,1.97
Max Single Win,373776
Max Single Loss,-189329
Max Consecutive Wins,1
Max Consecutive Losses,1
Max Drawdown,189329
Avg Holding Duration,2h05m35s
Avg Return%,0.92%
