Metric,Value
Total Trades,6
Total PnL,923178
Win Rate,66.7%
Win Count,4
Loss Count,2
Avg Win,327492
Avg Loss,-193396
Profit Factor,3.39
Max Single Win,388775
Max Single Loss,-206612
Max Consecutive Wins,4
Max Consecutive Losses,2
Max Drawdown,386792
Avg Holding Duration,2h54m13s
Avg Return%,1.54%
