Metric,Value
Total Trades,2
Total PnL,218737
Win Rate,50.0%
Win Count,1
Loss Count,1
Avg Win,427692
Avg Loss,-208955
Profit Factor,2.05
Max Single Win,427692
Max Single Loss,-208955
Max Consecutive Wins,1
Max Consecutive Losses,1
Max Drawdown,208955
Avg Holding Duration,2h14m48s
Avg Return%,1.09%
