Metric,Value
Total Trades,1
Total PnL,247525
Win Rate,100.0%
Win Count,1
Loss Count,0
Avg Win,247525
Avg Loss,0
Profit Factor,0.00
Max Single Win,247525
Max Single Loss,247525
Max Consecutive Wins,1
Max Consecutive Losses,0
Max Drawdown,0
Avg Holding Duration,4h14m21s
Avg Return%,2.48%
