Metric,Value
Total Trades,3
Total PnL,309829
Win Rate,66.7%
Win Count,2
Loss Count,1
Avg Win,266790
Avg Loss,-223752
Profit Factor,2.38
Max Single Win,365734
Max Single Loss,-223752
Max Consecutive Wins,2
Max Consecutive Losses,1
Max Drawdown,223752
Avg Holding Duration,2h56m48s
Avg Return%,1.03%
