Metric,Value
Total Trades,8
Total PnL,1125937
Win Rate,75.0%
Win Count,6
Loss Count,2
Avg Win,263117
Avg Loss,-226383
Profit Factor,3.49
Max Single Win,390270
Max Single Loss,-239651
Max Consecutive Wins,6
Max Consecutive Losses,2
Max Drawdown,452766
Avg Holding Duration,3h12m42s
Avg Return%,1.41%
