Metric,Value
Total Trades,1
Total PnL,-252270
Win Rate,0.0%
Win Count,0
Loss Count,1
Avg Win,0
Avg Loss,-252270
Profit Factor,0.00
Max Single Win,-252270
Max Single Loss,-252270
Max Consecutive Wins,0
Max Consecutive Losses,1
Max Drawdown,252270
Avg Holding Duration,0h12m22s
Avg Return%,-2.52%
