Metric,Value
Total Trades,1
Total PnL,272315
Win Rate,100.0%
Win Count,1
Loss Count,0
Avg Win,272315
Avg Loss,0
Profit Factor,0.00
Max Single Win,272315
Max Single Loss,272315
Max Consecutive Wins,1
Max Consecutive Losses,0
Max Drawdown,0
Avg Holding Duration,4h00m45s
Avg Return%,2.72%
