Metric,Value
Total Trades,2
Total PnL,248726
Win Rate,100.0%
Win Count,2
Loss Count,0
Avg Win,124363
Avg Loss,0
Profit Factor,0.00
Max Single Win,244528
Max Single Loss,4198
Max Consecutive Wins,2
Max Consecutive Losses,0
Max Drawdown,0
Avg Holding Duration,3h10m25s
Avg Return%,1.24%
