Metric,Value
Total Trades,1
Total PnL,-242915
Win Rate,0.0%
Win Count,0
Loss Count,1
Avg Win,0
Avg Loss,-242915
Profit Factor,0.00
Max Single Win,-242915
Max Single Loss,-242915
Max Consecutive Wins,0
Max Consecutive Losses,1
Max Drawdown,242915
Avg Holding Duration,1h08m41s
Avg Return%,-2.43%
