Metric,Value
Total Trades,4
Total PnL,270993
Win Rate,50.0%
Win Count,2
Loss Count,2
Avg Win,283069
Avg Loss,-147573
Profit Factor,1.92
Max Single Win,305915
Max Single Loss,-258824
Max Consecutive Wins,2
Max Consecutive Losses,2
Max Drawdown,295146
Avg Holding Duration,2h38m24s
Avg Return%,0.68%
