Metric,Value
Total Trades,1
Total PnL,-201238
Win Rate,0.0%
Win Count,0
Loss Count,1
Avg Win,0
Avg Loss,-201238
Profit Factor,0.00
Max Single Win,-201238
Max Single Loss,-201238
Max Consecutive Wins,0
Max Consecutive Losses,1
Max Drawdown,201238
Avg Holding Duration,0h18m36s
Avg Return%,-2.01%
