Metric,Value
Total Trades,1
Total PnL,321743
Win Rate,100.0%
Win Count,1
Loss Count,0
Avg Win,321743
Avg Loss,0
Profit Factor,0.00
Max Single Win,321743
Max Single Loss,321743
Max Consecutive Wins,1
Max Consecutive Losses,0
Max Drawdown,0
Avg Holding Duration,4h15m34s
Avg Return%,3.22%
