Metric,Value
Total Trades,1
Total PnL,-208768
Win Rate,0.0%
Win Count,0
Loss Count,1
Avg Win,0
Avg Loss,-208768
Profit Factor,0.00
Max Single Win,-208768
Max Single Loss,-208768
Max Consecutive Wins,0
Max Consecutive Losses,1
Max Drawdown,208768
Avg Holding Duration,0h25m00s
Avg Return%,-2.09%
