Metric,Value
Total Trades,1
Total PnL,-38167
Win Rate,0.0%
Win Count,0
Loss Count,1
Avg Win,0
Avg Loss,-38167
Profit Factor,0.00
Max Single Win,-38167
Max Single Loss,-38167
Max Consecutive Wins,0
Max Consecutive Losses,1
Max Drawdown,38167
Avg Holding Duration,0h21m30s
Avg Return%,-0.38%
