Metric,Value
Total Trades,3
Total PnL,-689963
Win Rate,0.0%
Win Count,0
Loss Count,3
Avg Win,0
Avg Loss,-229988
Profit Factor,0.00
Max Single Win,-209205
Max Single Loss,-246154
Max Consecutive Wins,0
Max Consecutive Losses,3
Max Drawdown,689963
Avg Holding Duration,0h12m26s
Avg Return%,-2.30%
