Metric,Value
Total Trades,1
Total PnL,-183876
Win Rate,0.0%
Win Count,0
Loss Count,1
Avg Win,0
Avg Loss,-183876
Profit Factor,0.00
Max Single Win,-183876
Max Single Loss,-183876
Max Consecutive Wins,0
Max Consecutive Losses,1
Max Drawdown,183876
Avg Holding Duration,0h25m17s
Avg Return%,-1.84%
