Symbol,SignalType,EnterCause,EntryTime,ExitTime,LeaveCause,PnL,Return%,HoldingDuration,GroupName,GroupRank,MemberRank,RawMemberRank,M1Symbol,EntryPrice,EntryVWAP,DayHigh,PrevClose,0050OpenChg%,VolRatio,MonthTradingVal,IsPrevDayLU,IsDisposition,HadCircuitBreaker,GroupLimitUpCount,0050EntryChg%
3701,SignalA,StrongGroup,09:09:11,09:10:42,stopLoss,-163666,-1.64%,0h01m31s,CPO,7,1,1,,61.10,60.47,61.70,58.00,1.557,3.13,379078527,0,0,0,0,1.062
3376,SignalA,StrongGroup,09:16:22,10:25:11,stopLoss,-133630,-1.34%,1h08m49s,軸承,3,1,1,,224.50,223.07,226.50,215.00,1.557,1.62,964872150,0,0,0,0,1.062
