Symbol,SignalType,EnterCause,EntryTime,ExitTime,LeaveCause,PnL,Return%,HoldingDuration,GroupName,GroupRank,MemberRank,RawMemberRank,M1Symbol
5309,SignalA,StrongGroup,09:23:50,09:24:07,takeProfit,132939,1.33%,0h00m17s,車用電子,16,1,2,
8074,SignalA,StrongGroup,09:24:08,09:33:41,stopLoss,-148368,-1.48%,0h09m33s,PCB上游,9,1,3,
2374,SignalA,StrongGroup,09:32:36,09:56:52,stopLoss,-141844,-1.42%,0h24m16s,光電,2,1,2,
1301,SignalA,StrongGroup,09:28:01,10:04:59,stopLoss,-136126,-1.36%,0h36m58s,塑膠,15,1,1,
8261,SignalA,StrongGroup,10:19:03,10:19:23,takeProfit,96670,0.97%,0h00m20s,二極體,2,1,1,
5309,SignalA,StrongGroup,10:24:38,10:30:34,stopLoss,-142450,-1.42%,0h05m56s,車用電子,3,1,1,
8210,SignalA,StrongGroup,09:49:56,13:20:45,timeExit,227488,2.27%,3h30m49s,機殼,1,1,1,
