Metric,Value
Total Trades,5
Total PnL,-361963
Win Rate,20.0%
Win Count,1
Loss Count,4
Avg Win,126074
Avg Loss,-122009
Profit Factor,0.26
Max Single Win,126074
Max Single Loss,-151515
Max Consecutive Wins,1
Max Consecutive Losses,4
Max Drawdown,488037
Avg Holding Duration,1h28m01s
Avg Return%,-0.72%
