Metric,Value
Total Trades,4
Total PnL,-155631
Win Rate,50.0%
Win Count,2
Loss Count,2
Avg Win,85458
Avg Loss,-163274
Profit Factor,0.52
Max Single Win,124069
Max Single Loss,-184502
Max Consecutive Wins,1
Max Consecutive Losses,1
Max Drawdown,202478
Avg Holding Duration,1h56m05s
Avg Return%,-0.39%
