Metric,Value
Total Trades,7
Total PnL,617238
Win Rate,71.4%
Win Count,5
Loss Count,2
Avg Win,180730
Avg Loss,-143205
Profit Factor,3.16
Max Single Win,284360
Max Single Loss,-149254
Max Consecutive Wins,3
Max Consecutive Losses,1
Max Drawdown,149254
Avg Holding Duration,1h09m38s
Avg Return%,0.88%
