Metric,Value
Total Trades,7
Total PnL,-711542
Win Rate,28.6%
Win Count,2
Loss Count,5
Avg Win,41866
Avg Loss,-159055
Profit Factor,0.11
Max Single Win,50063
Max Single Loss,-202429
Max Consecutive Wins,2
Max Consecutive Losses,3
Max Drawdown,711542
Avg Holding Duration,0h09m06s
Avg Return%,-1.02%
