Symbol,SignalType,EnterCause,EntryTime,ExitTime,LeaveCause,PnL,Return%,HoldingDuration,GroupName,GroupRank,MemberRank,RawMemberRank
6706,SignalA,StrongGroup,09:20:03,09:27:01,stopLoss,-141844,-1.42%,0h06m58s,CPO,2,2,6
6271,SignalA,StrongGroup,09:20:59,09:29:50,stopLoss,22727,0.23%,0h08m51s,IC封測,12,1,2
2615,SignalA,StrongGroup,09:31:27,10:05:47,stopLoss,-83333,-0.83%,0h34m20s,海運,2,2,3
2615,SignalA,StrongGroup,10:14:00,11:36:45,takeProfit,106888,1.07%,1h22m45s,海運,1,2,3
2609,SignalA,StrongGroup,10:11:32,11:38:33,takeProfit,93458,0.93%,1h27m01s,海運,1,1,2
