Action    ,Symbol    ,Time                ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   
enter     ,8021      ,93112520787         ,-1e+07         ,-1e+07         ,SignalB        ,StrongGroup    ,-              ,45454.5        
leave     ,8021      ,93119541733         ,-8e+06         ,-8e+06         ,-              ,-              ,takeProfit     ,36363.6        
leave     ,8021      ,93123736280         ,-5.99545e+06   ,-5.99545e+06   ,-              ,-              ,takeProfit     ,27272.7        
leave     ,8021      ,93352613969         ,-3.98636e+06   ,-3.98636e+06   ,-              ,-              ,takeProfit     ,18181.8        
leave     ,8021      ,93706918910         ,-1.97273e+06   ,-1.97273e+06   ,-              ,-              ,takeProfit     ,9090.91        
enter     ,2360      ,93931331090         ,-1.19727e+07   ,-1e+07         ,SignalB        ,StrongGroup    ,-              ,8695.65        
leave     ,2360      ,93935352696         ,-9.97273e+06   ,-8e+06         ,-              ,-              ,takeProfit     ,6956.52        
leave     ,2360      ,93936552179         ,-2.00751e+06   ,-34782.6       ,-              ,-              ,bailout        ,0              
enter     ,2360      ,93940479185         ,-1.20075e+07   ,-1.00348e+07   ,SignalB        ,StrongGroup    ,-              ,8695.65        
leave     ,2360      ,94011055806         ,-1.00075e+07   ,-8.03478e+06   ,-              ,-              ,takeProfit     ,6956.52        
leave     ,8021      ,94011569867         ,-7.98933e+06   ,45454.5        ,-              ,-              ,takeProfit     ,0              
enter     ,8021      ,94011569867         ,-1.79893e+07   ,-9.95455e+06   ,SignalB        ,StrongGroup    ,-              ,45045          
leave     ,8021      ,94011610278         ,-1.39938e+07   ,-5.95905e+06   ,-              ,-              ,takeProfit     ,27027          
leave     ,8021      ,94023853354         ,-8.02086e+06   ,13923          ,-              ,-              ,stopLoss       ,0              
leave     ,2360      ,94345554285         ,-55642.2       ,-69565.2       ,-              ,-              ,bailout        ,0              
enter     ,2360      ,94351390247         ,-1.00556e+07   ,-1.00696e+07   ,SignalB        ,StrongGroup    ,-              ,8695.65        
leave     ,2360      ,94356096335         ,-8.05564e+06   ,-8.06957e+06   ,-              ,-              ,takeProfit     ,6956.52        
leave     ,2360      ,94415314441         ,-6.04695e+06   ,-6.06087e+06   ,-              ,-              ,takeProfit     ,5217.39        
leave     ,2360      ,94431667313         ,-73033.5       ,-86956.5       ,-              ,-              ,bailout        ,0              
enter     ,2360      ,94454097928         ,-1.0073e+07    ,-1.0087e+07    ,SignalB        ,StrongGroup    ,-              ,8658.01        
leave     ,2360      ,94454526834         ,-6.08169e+06   ,-6.09561e+06   ,-              ,-              ,takeProfit     ,5194.81        
enter     ,2455      ,95927222112         ,-1.60817e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,53050.4        
leave     ,2360      ,100207721916        ,-1.01336e+07   ,-147563        ,-              ,-              ,bailout        ,0              
enter     ,2360      ,100210156206        ,-2.01336e+07   ,-1.01476e+07   ,SignalB        ,StrongGroup    ,-              ,8658.01        
leave     ,2360      ,100211092393        ,-1.81423e+07   ,-8.15622e+06   ,-              ,-              ,takeProfit     ,6926.41        
leave     ,2360      ,100220057896        ,-1.61423e+07   ,-6.15622e+06   ,-              ,-              ,takeProfit     ,5194.81        
leave     ,2455      ,101655201717        ,-6.2484e+06    ,-106101        ,-              ,-              ,stopLoss       ,0              
enter     ,8299      ,102046020248        ,-1.62484e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,5000           
leave     ,2360      ,103035238831        ,-1.03003e+07   ,-208169        ,-              ,-              ,bailout        ,0              
leave     ,8299      ,110126126477        ,-400346        ,-100000        ,-              ,-              ,stopLoss       ,0              
