Action    ,Symbol    ,Time                ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   
enter     ,2360      ,93931331090         ,-3.80359e+07   ,-1e+07         ,SignalB        ,StrongGroup    ,-              ,8695.65        
leave     ,2360      ,93935352696         ,-3.60359e+07   ,-8e+06         ,-              ,-              ,takeProfit     ,6956.52        
leave     ,2360      ,93936552179         ,-2.80707e+07   ,-34782.6       ,-              ,-              ,bailout        ,0              
enter     ,2360      ,93940479185         ,-3.80707e+07   ,-1.00348e+07   ,SignalB        ,StrongGroup    ,-              ,8695.65        
leave     ,2360      ,94011055806         ,-4.60707e+07   ,-8.03478e+06   ,-              ,-              ,takeProfit     ,6956.52        
leave     ,2360      ,94345554285         ,-6.60216e+07   ,-69565.2       ,-              ,-              ,bailout        ,0              
enter     ,2360      ,94351390247         ,-7.60216e+07   ,-1.00696e+07   ,SignalB        ,StrongGroup    ,-              ,8695.65        
leave     ,2360      ,94356096335         ,-7.40216e+07   ,-8.06957e+06   ,-              ,-              ,takeProfit     ,6956.52        
leave     ,2360      ,94415314441         ,-7.20129e+07   ,-6.06087e+06   ,-              ,-              ,takeProfit     ,5217.39        
leave     ,2360      ,94431667313         ,-6.6039e+07    ,-86956.5       ,-              ,-              ,bailout        ,0              
enter     ,2360      ,94454097928         ,-7.6039e+07    ,-1.0087e+07    ,SignalB        ,StrongGroup    ,-              ,8658.01        
leave     ,2360      ,94454526834         ,-7.20476e+07   ,-6.09561e+06   ,-              ,-              ,takeProfit     ,5194.81        
leave     ,2360      ,100207721916        ,-8.5979e+07    ,-147563        ,-              ,-              ,bailout        ,0              
enter     ,2360      ,100210156206        ,-9.5979e+07    ,-1.01476e+07   ,SignalB        ,StrongGroup    ,-              ,8658.01        
leave     ,2360      ,100211092393        ,-9.39877e+07   ,-8.15622e+06   ,-              ,-              ,takeProfit     ,6926.41        
leave     ,2360      ,100220057896        ,-9.19877e+07   ,-6.15622e+06   ,-              ,-              ,takeProfit     ,5194.81        
leave     ,2360      ,103035238831        ,-1.57832e+08   ,-208169        ,-              ,-              ,bailout        ,0              
