Metric,Value
Total Trades,7
Total PnL,-563180
Win Rate,28.6%
Win Count,2
Loss Count,5
Avg Win,126021
Avg Loss,-163044
Profit Factor,0.31
Max Single Win,150215
Max Single Loss,-192308
Max Consecutive Wins,1
Max Consecutive Losses,3
Max Drawdown,563180
Avg Holding Duration,0h32m54s
Avg Return%,-0.80%
